model,model_label,split,threshold,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,false_negative_rate_over_tumors,predicted_positive_rate
stain,stain-aug (7A),ood_val,0.35,0.5575,0.5575,0.173,0.942,0.7489177489177489,0.28107229894394803,942,58,827,173,0.827,0.1155
stain,stain-aug (7A),ood_val,0.36,0.5515,0.5515,0.159,0.944,0.7395348837209302,0.2617283950617284,944,56,841,159,0.841,0.1075
stain,stain-aug (7A),ood_val,0.37,0.548,0.5479999999999999,0.151,0.945,0.7330097087378641,0.25041459369817576,945,55,849,151,0.849,0.103
stain,stain-aug (7A),ood_val,0.38,0.545,0.5449999999999999,0.143,0.947,0.7295918367346939,0.23913043478260868,947,53,857,143,0.857,0.098
stain,stain-aug (7A),ood_val,0.39,0.5455,0.5455,0.141,0.95,0.7382198952879581,0.23677581863979846,950,50,859,141,0.859,0.0955
stain,stain-aug (7A),ood_val,0.4,0.5435,0.5435,0.136,0.951,0.7351351351351352,0.22953586497890296,951,49,864,136,0.864,0.0925
stain,stain-aug (7A),ood_val,0.41,0.542,0.542,0.131,0.953,0.7359550561797753,0.22241086587436332,953,47,869,131,0.869,0.089
stain,stain-aug (7A),ood_val,0.42,0.542,0.542,0.129,0.955,0.7413793103448276,0.21976149914821125,955,45,871,129,0.871,0.087
stain,stain-aug (7A),ood_val,0.43,0.537,0.5369999999999999,0.119,0.955,0.725609756097561,0.20446735395189003,955,45,881,119,0.881,0.082
stain,stain-aug (7A),ood_val,0.44,0.535,0.535,0.114,0.956,0.7215189873417721,0.19689119170984457,956,44,886,114,0.886,0.079
stain,stain-aug (7A),ood_val,0.45,0.535,0.535,0.111,0.959,0.7302631578947368,0.19270833333333334,959,41,889,111,0.889,0.076
stain,stain-aug (7A),ood_val,0.46,0.532,0.532,0.105,0.959,0.7191780821917808,0.18324607329842932,959,41,895,105,0.895,0.073
stain,stain-aug (7A),ood_val,0.47,0.53,0.53,0.101,0.959,0.7112676056338029,0.17688266199649738,959,41,899,101,0.899,0.071
stain,stain-aug (7A),ood_val,0.48,0.5295,0.5295,0.1,0.959,0.7092198581560284,0.175284837861525,959,41,900,100,0.9,0.0705
stain,stain-aug (7A),ood_val,0.49,0.529,0.529,0.099,0.959,0.7071428571428572,0.1736842105263158,959,41,901,99,0.901,0.07
stain,stain-aug (7A),ood_val,0.5,0.529,0.529,0.096,0.962,0.7164179104477612,0.16931216931216933,962,38,904,96,0.904,0.067
stain,stain-aug (7A),ood_val,0.51,0.528,0.528,0.093,0.963,0.7153846153846154,0.1646017699115044,963,37,907,93,0.907,0.065
stain,stain-aug (7A),ood_val,0.52,0.527,0.527,0.09,0.964,0.7142857142857143,0.15985790408525755,964,36,910,90,0.91,0.063
stain,stain-aug (7A),ood_val,0.53,0.525,0.525,0.085,0.965,0.7083333333333334,0.1517857142857143,965,35,915,85,0.915,0.06
stain,stain-aug (7A),ood_val,0.54,0.524,0.524,0.083,0.965,0.7033898305084746,0.148479427549195,965,35,917,83,0.917,0.059
stain,stain-aug (7A),ood_val,0.55,0.5235,0.5235,0.081,0.966,0.7043478260869566,0.14529147982062782,966,34,919,81,0.919,0.0575
stain,stain-aug (7A),ood_val,0.56,0.5225,0.5225,0.078,0.967,0.7027027027027027,0.14041404140414043,967,33,922,78,0.922,0.0555
stain,stain-aug (7A),ood_val,0.57,0.522,0.522,0.076,0.968,0.7037037037037037,0.1371841155234657,968,32,924,76,0.924,0.054
stain,stain-aug (7A),ood_val,0.58,0.5225,0.5225,0.075,0.97,0.7142857142857143,0.13574660633484162,970,30,925,75,0.925,0.0525
stain,stain-aug (7A),ood_val,0.59,0.521,0.521,0.071,0.971,0.71,0.1290909090909091,971,29,929,71,0.929,0.05
stain,stain-aug (7A),ood_val,0.6,0.52,0.52,0.069,0.971,0.7040816326530612,0.12568306010928965,971,29,931,69,0.931,0.049
stain,stain-aug (7A),ood_val,0.61,0.5175,0.5175,0.064,0.971,0.6881720430107527,0.11710887465690759,971,29,936,64,0.936,0.0465
stain,stain-aug (7A),ood_val,0.62,0.5185,0.5185,0.063,0.974,0.7078651685393258,0.11570247933884298,974,26,937,63,0.937,0.0445
stain,stain-aug (7A),ood_val,0.63,0.517,0.517,0.059,0.975,0.7023809523809523,0.10885608856088562,975,25,941,59,0.941,0.042
stain,stain-aug (7A),ood_val,0.64,0.5175,0.5175,0.059,0.976,0.7108433734939759,0.10895660203139428,976,24,941,59,0.941,0.0415
stain,stain-aug (7A),ood_val,0.65,0.5175,0.5175,0.059,0.976,0.7108433734939759,0.10895660203139428,976,24,941,59,0.941,0.0415
stain,stain-aug (7A),ood_val,0.66,0.5165,0.5165,0.055,0.978,0.7142857142857143,0.10213556174558959,978,22,945,55,0.945,0.0385
stain,stain-aug (7A),ood_val,0.67,0.517,0.517,0.055,0.979,0.7236842105263158,0.10223048327137545,979,21,945,55,0.945,0.038
stain,stain-aug (7A),ood_val,0.68,0.5165,0.5165,0.054,0.979,0.72,0.10046511627906976,979,21,946,54,0.946,0.0375
stain,stain-aug (7A),ood_val,0.69,0.516,0.516,0.053,0.979,0.7162162162162162,0.09869646182495344,979,21,947,53,0.947,0.037
stain,stain-aug (7A),ood_val,0.7,0.515,0.515,0.051,0.979,0.7083333333333334,0.09514925373134327,979,21,949,51,0.949,0.036
stain,stain-aug (7A),ood_val,0.71,0.514,0.514,0.049,0.979,0.7,0.09158878504672896,979,21,951,49,0.951,0.035
stain,stain-aug (7A),ood_val,0.72,0.511,0.511,0.043,0.979,0.671875,0.08082706766917291,979,21,957,43,0.957,0.032
stain,stain-aug (7A),ood_val,0.73,0.5105,0.5105,0.042,0.979,0.6666666666666666,0.07902163687676388,979,21,958,42,0.958,0.0315
stain,stain-aug (7A),ood_val,0.74,0.51,0.51,0.04,0.98,0.6666666666666666,0.07547169811320754,980,20,960,40,0.96,0.03
stain,stain-aug (7A),ood_val,0.75,0.5085,0.5085,0.036,0.981,0.6545454545454545,0.06824644549763033,981,19,964,36,0.964,0.0275
stain,stain-aug (7A),ood_val,0.76,0.509,0.509,0.036,0.982,0.6666666666666666,0.06831119544592029,982,18,964,36,0.964,0.027
stain,stain-aug (7A),ood_val,0.77,0.509,0.509,0.035,0.983,0.6730769230769231,0.06653992395437262,983,17,965,35,0.965,0.026
stain,stain-aug (7A),ood_val,0.78,0.5095,0.5095,0.035,0.984,0.6862745098039216,0.06660323501427212,984,16,965,35,0.965,0.0255
stain,stain-aug (7A),ood_val,0.79,0.51,0.51,0.035,0.985,0.7,0.06666666666666667,985,15,965,35,0.965,0.025
stain,stain-aug (7A),ood_val,0.8,0.509,0.509,0.033,0.985,0.6875,0.06297709923664122,985,15,967,33,0.967,0.024
stain,stain-aug (7A),ood_val,0.81,0.509,0.509,0.032,0.986,0.6956521739130435,0.061185468451242835,986,14,968,32,0.968,0.023
stain,stain-aug (7A),ood_val,0.82,0.508,0.508,0.028,0.988,0.7,0.05384615384615385,988,12,972,28,0.972,0.02
stain,stain-aug (7A),ood_val,0.83,0.508,0.508,0.027,0.989,0.7105263157894737,0.05202312138728324,989,11,973,27,0.973,0.019
stain,stain-aug (7A),ood_val,0.84,0.508,0.508,0.026,0.99,0.7222222222222222,0.05019305019305018,990,10,974,26,0.974,0.018
stain,stain-aug (7A),ood_val,0.85,0.5075,0.5075,0.024,0.991,0.7272727272727273,0.046466602129719266,991,9,976,24,0.976,0.0165
stain,stain-aug (7A),ood_val,0.86,0.507,0.507,0.022,0.992,0.7333333333333333,0.04271844660194175,992,8,978,22,0.978,0.015
stain,stain-aug (7A),ood_val,0.87,0.5065,0.5065,0.021,0.992,0.7241379310344828,0.04081632653061225,992,8,979,21,0.979,0.0145
stain,stain-aug (7A),ood_val,0.88,0.5065,0.5065,0.021,0.992,0.7241379310344828,0.04081632653061225,992,8,979,21,0.979,0.0145
stain,stain-aug (7A),ood_val,0.89,0.5065,0.5065,0.021,0.992,0.7241379310344828,0.04081632653061225,992,8,979,21,0.979,0.0145
stain,stain-aug (7A),ood_val,0.9,0.5065,0.5065,0.021,0.992,0.7241379310344828,0.04081632653061225,992,8,979,21,0.979,0.0145
stain,stain-aug (7A),ood_val,0.91,0.507,0.507,0.02,0.994,0.7692307692307693,0.03898635477582846,994,6,980,20,0.98,0.013
stain,stain-aug (7A),ood_val,0.92,0.507,0.507,0.02,0.994,0.7692307692307693,0.03898635477582846,994,6,980,20,0.98,0.013
stain,stain-aug (7A),ood_val,0.93,0.505,0.505,0.016,0.994,0.7272727272727273,0.03131115459882583,994,6,984,16,0.984,0.011
stain,stain-aug (7A),ood_val,0.94,0.5045,0.5045,0.015,0.994,0.7142857142857143,0.029382957884427033,994,6,985,15,0.985,0.0105
stain,stain-aug (7A),ood_val,0.95,0.5045,0.5045,0.015,0.994,0.7142857142857143,0.029382957884427033,994,6,985,15,0.985,0.0105
stain,stain-aug (7A),ood_val,0.96,0.504,0.504,0.013,0.995,0.7222222222222222,0.02554027504911591,995,5,987,13,0.987,0.009
stain,stain-aug (7A),ood_val,0.97,0.503,0.503,0.011,0.995,0.6875,0.021653543307086614,995,5,989,11,0.989,0.008
stain,stain-aug (7A),ood_val,0.98,0.502,0.502,0.009,0.995,0.6428571428571429,0.017751479289940825,995,5,991,9,0.991,0.007
stain,stain-aug (7A),ood_val,0.99,0.4995,0.4995,0.003,0.996,0.42857142857142855,0.005958291956305859,996,4,997,3,0.997,0.0035
stain,stain-aug (7A),ood_val,1.0,0.5,0.5,0.0,1.0,,,1000,0,1000,0,1.0,0.0
